Python 3.4.3 (v3.4.3:9b73f1c3e601, Feb 24 2015, 22:43:06) [MSC v.1600 32 bit (Intel)] on win32
Type "copyright", "credits" or "license()" for more information.
>>> ================================ RESTART ================================
>>> 
correct_tags 	 extracted_tags
	 0 		 0
	 0 		 0
	 1 		 0
	 0 		 0
	 1 		 0
	 0 		 0
	 1 		 0
	 0 		 1
	 1 		 1
	 1 		 0
	 1 		 0
	 1 		 0
	 0 		 1
	 0 		 0
	 0 		 0
	 0 		 0
	 1 		 1
	 1 		 1
	 1 		 1
	 0 		 0
	 1 		 0
	 1 		 1
	 0 		 0
	 1 		 0
	 0 		 0
	 1 		 1
	 1 		 0
	 0 		 1
	 0 		 0
	 0 		 1
	 1 		 0
	 1 		 1
	 0 		 1
	 1 		 1
	 0 		 0
	 1 		 1
	 0 		 0
	 0 		 0
	 0 		 0
	 1 		 1
	 0 		 0
	 1 		 1
	 1 		 1
	 1 		 1
	 1 		 1
	 1 		 1
	 0 		 0
	 1 		 1
	 0 		 1
	 1 		 1
	 0 		 0
	 0 		 1
	 0 		 0
	 1 		 1
	 0 		 1
	 1 		 1
	 1 		 0
	 0 		 0
	 0 		 1
	 0 		 1
	 1 		 1
	 0 		 1
	 1 		 1
	 0 		 1
	 1 		 1
	 0 		 0
	 1 		 1
	 1 		 0
	 0 		 1
	 0 		 1
	 0 		 1
	 1 		 0
	 0 		 1
	 1 		 0
	 1 		 1
	 0 		 1
	 0 		 1
	 0 		 1
	 1 		 1
	 1 		 0
	 1 		 1
	 0 		 0
	 1 		 1
	 0 		 1
	 0 		 0
	 1 		 0
	 1 		 0
	 1 		 1
	 1 		 0
	 1 		 1
	 1 		 1
	 0 		 0
	 0 		 0
	 1 		 1
	 0 		 0
	 1 		 0
	 1 		 1
	 1 		 1
	 1 		 0
	 1 		 0
	 1 		 0
	 0 		 1
	 0 		 0
	 1 		 1
	 0 		 0
	 0 		 1
	 1 		 0
	 0 		 0
	 0 		 1
	 0 		 0
	 0 		 1
	 1 		 1
	 0 		 0
	 0 		 1
	 1 		 0
	 1 		 1
	 1 		 1
	 1 		 0
	 1 		 1
	 1 		 1
	 0 		 1
	 0 		 0
	 0 		 1
	 1 		 0
	 1 		 1
	 1 		 1
	 0 		 0
	 0 		 0
	 0 		 1
	 0 		 0
	 0 		 0
	 1 		 0
	 0 		 1
	 1 		 1
	 1 		 1
	 1 		 1
	 0 		 0
	 0 		 0
	 1 		 1
	 0 		 1
	 0 		 1
	 0 		 1
	 1 		 1
	 1 		 1
	 0 		 1
	 1 		 0
	 0 		 0
	 1 		 1
	 1 		 1
	 0 		 1
	 1 		 0
	 1 		 1
	 1 		 0
	 0 		 0
